,id,rated,variant,speed,createdAt,lastMoveAt,status,winner,moves,clock,white_player_name,white_ranking,black_player_name,black_ranking
1167,2WZHfAWb,True,standard,bullet,2021-04-27 20:33:55.602000+02:00,2021-04-27 20:35:31.502000+02:00,mate,black,18,60,timour,1488,EvilSaintPL,1534
1168,oFPwDW1O,True,standard,bullet,2021-04-27 20:30:35.264000+02:00,2021-04-27 20:33:33.197000+02:00,outoftime,black,31,60,EvilSaintPL,1534,Utkarsh25,1523
1169,Pqb9hzGb,True,standard,bullet,2021-04-27 20:26:26.776000+02:00,2021-04-27 20:28:24.900000+02:00,mate,black,39,60,ayoou,1487,EvilSaintPL,1534
1170,yAg2sz55,False,standard,blitz,2021-04-27 17:43:02.164000+02:00,2021-04-27 17:47:20.360000+02:00,resign,white,40,420,EvilSaintPL,1705,Bergamit,1345
1171,ZXMjUggl,False,standard,blitz,2021-04-27 17:40:25.993000+02:00,2021-04-27 17:42:52.809000+02:00,resign,black,12,420,Bergamit,1345,EvilSaintPL,1705
1172,PcprQL37,False,standard,rapid,2021-04-27 14:52:03.838000+02:00,2021-04-27 15:07:13.175000+02:00,stalemate,,46,600,EvilSaintPL,1686,Bergamit,1425
1173,aQ30pkLQ,True,standard,bullet,2021-04-27 00:28:19.436000+02:00,2021-04-27 00:28:48.070000+02:00,resign,white,11,60,EvilSaintPL,1528,FiveHeadFred,1548
1174,tQ1hpKrX,True,standard,bullet,2021-04-27 00:25:13.589000+02:00,2021-04-27 00:27:20.783000+02:00,outoftime,white,39,60,EvilSaintPL,1522,Omergunes477,1577
1175,zNmycPDW,True,standard,bullet,2021-04-27 00:23:31.861000+02:00,2021-04-27 00:25:01.975000+02:00,mate,black,23,60,selmifiras1,1385,EvilSaintPL,1518
1176,NBslCRYd,True,standard,bullet,2021-04-27 00:22:57.299000+02:00,2021-04-27 00:23:11.520000+02:00,resign,black,7,60,EvilSaintPL,1523,jviananeto,1588
1177,oFoB66Jk,True,standard,bullet,2021-04-27 00:20:47.033000+02:00,2021-04-27 00:22:46.125000+02:00,outoftime,black,34,60,zheny03,1528,EvilSaintPL,1517
1178,u1wrCGrF,True,standard,bullet,2021-04-27 00:19:33.104000+02:00,2021-04-27 00:20:31.580000+02:00,mate,black,18,60,EvilSaintPL,1522,Cubano72,1567
1179,8xpv1UW9,True,standard,bullet,2021-04-27 00:17:33.566000+02:00,2021-04-27 00:19:17.603000+02:00,mate,white,32,60,EvilSaintPL,1518,WilliamD6,1401
1180,3dsMsYWN,True,standard,bullet,2021-04-27 00:17:15.706000+02:00,2021-04-27 00:17:28.925000+02:00,mate,white,3,60,RenatoLuiz,1533,EvilSaintPL,1523
1181,sFVfRafQ,True,standard,bullet,2021-04-27 00:14:53.022000+02:00,2021-04-27 00:16:59.592000+02:00,mate,white,28,60,msluks,1508,EvilSaintPL,1529
1182,M8HCEvBq,True,standard,bullet,2021-04-27 00:12:51.673000+02:00,2021-04-27 00:14:41.060000+02:00,mate,black,33,60,EvilSaintPL,1533,Lentrix_2,1665
1183,krsMlEIe,True,standard,bullet,2021-04-27 00:11:59.390000+02:00,2021-04-27 00:12:45.505000+02:00,resign,white,11,60,Humid1,1429,EvilSaintPL,1541
1184,IBD7QDz8,True,standard,bullet,2021-04-27 00:10:26.637000+02:00,2021-04-27 00:11:50.966000+02:00,mate,white,24,60,FurkanDenizBase,1427,EvilSaintPL,1549
1185,5T4ExoSU,True,standard,bullet,2021-04-27 00:08:23.616000+02:00,2021-04-27 00:10:20.039000+02:00,mate,black,42,60,EvilSaintPL,1553,an2ny_julius,1661
1186,5zE5vqZd,True,standard,bullet,2021-04-27 00:06:03.551000+02:00,2021-04-27 00:08:11.124000+02:00,outoftime,black,55,60,ladrogamata,1050,EvilSaintPL,1553
1187,MrBIrfrx,True,standard,bullet,2021-04-27 00:03:42.902000+02:00,2021-04-27 00:05:42.796000+02:00,outoftime,white,35,60,EvilSaintPL,1545,Cubano72,1590
1188,IIcuG1aO,False,standard,blitz,2021-04-26 01:41:24.373000+02:00,2021-04-26 01:43:32.019000+02:00,resign,black,19,360,YoungCapitan,1314,EvilSaintPL,1705
1189,bKroE7jv,False,standard,blitz,2021-04-26 01:39:42.192000+02:00,2021-04-26 01:41:22.290000+02:00,mate,white,19,360,EvilSaintPL,1705,YoungCapitan,1314
1190,EdzFEGZr,False,standard,blitz,2021-04-26 01:37:56.372000+02:00,2021-04-26 01:39:31.558000+02:00,resign,white,14,360,YoungCapitan,1314,EvilSaintPL,1705
1191,gckEmNuA,True,standard,bullet,2021-04-25 12:32:49.332000+02:00,2021-04-25 12:34:51.261000+02:00,outoftime,white,35,60,Mozart30,1456,EvilSaintPL,1553
1192,uh7f3SWi,True,standard,blitz,2021-04-25 11:55:21.290000+02:00,2021-04-25 12:03:39.819000+02:00,resign,black,44,300,EvilSaintPL,1711,jumbokb,1729
1193,h5OkfJmc,True,standard,blitz,2021-04-24 16:49:12.902000+02:00,2021-04-24 16:53:20.956000+02:00,resign,white,28,300,EvilSaintPL,1705,mbjk,1710
1194,IN6UTnpa,True,standard,blitz,2021-04-24 16:42:48.141000+02:00,2021-04-24 16:48:17.685000+02:00,mate,white,56,300,franco1980danilo,1653,EvilSaintPL,1712
1195,hudQcwjW,True,standard,blitz,2021-04-24 16:36:04.354000+02:00,2021-04-24 16:40:54.764000+02:00,resign,black,26,300,Shizu_delta,1731,EvilSaintPL,1705
1196,2vis3F6h,True,standard,blitz,2021-04-24 16:29:22.702000+02:00,2021-04-24 16:34:49.744000+02:00,mate,white,33,300,tjm8,1708,EvilSaintPL,1711
1197,TiY2wAlU,False,standard,rapid,2021-04-23 22:53:55.158000+02:00,2021-04-23 23:12:23.024000+02:00,mate,black,29,600,YoungCapitan,1586,EvilSaintPL,1686
1198,WkyUga6F,True,standard,blitz,2021-04-23 12:01:46.412000+02:00,2021-04-23 12:07:24.731000+02:00,resign,white,44,180,EvilSaintPL,1705,trocofonte,1678
1199,FYi3oQBJ,False,standard,rapid,2021-04-22 02:49:37.592000+02:00,2021-04-22 03:04:03.126000+02:00,draw,,45,600,YoungCapitan,1586,EvilSaintPL,1686
1200,LOGJmMlU,False,standard,rapid,2021-04-22 02:44:01.827000+02:00,2021-04-22 02:49:27.977000+02:00,resign,white,21,600,EvilSaintPL,1686,YoungCapitan,1586
1201,4RRZaaQQ,False,standard,bullet,2021-04-22 02:39:37.417000+02:00,2021-04-22 02:41:18.266000+02:00,resign,black,17,120,YoungCapitan,1238,EvilSaintPL,1553
1202,xkgVBn2M,False,standard,bullet,2021-04-22 02:37:12.480000+02:00,2021-04-22 02:39:35.256000+02:00,resign,white,41,120,EvilSaintPL,1553,YoungCapitan,1238
1203,1a36fFZ4,False,standard,bullet,2021-04-22 02:35:37.725000+02:00,2021-04-22 02:37:08.252000+02:00,mate,black,19,120,YoungCapitan,1238,EvilSaintPL,1553
1204,1bVDEBUo,False,standard,bullet,2021-04-22 02:34:59.302000+02:00,2021-04-22 02:35:35.413000+02:00,resign,white,12,120,EvilSaintPL,1553,YoungCapitan,1238
1205,2GRzy08s,False,standard,bullet,2021-04-20 16:14:39.347000+02:00,2021-04-20 16:18:30.185000+02:00,mate,black,25,60,Bergamit,1086,EvilSaintPL,1553
1206,QGAW18oQ,False,standard,bullet,2021-04-20 16:09:07.166000+02:00,2021-04-20 16:14:26.883000+02:00,draw,,48,60,EvilSaintPL,1553,Bergamit,1086
1207,6cZmIC1l,False,standard,bullet,2021-04-20 16:04:28.192000+02:00,2021-04-20 16:08:58.411000+02:00,mate,black,27,60,Bergamit,1086,EvilSaintPL,1553
1208,rarGuxzf,False,standard,bullet,2021-04-20 15:59:07.283000+02:00,2021-04-20 16:04:22.839000+02:00,outoftime,black,48,60,EvilSaintPL,1553,Bergamit,1086
1209,cz2GtDMy,False,standard,bullet,2021-04-20 15:53:50.898000+02:00,2021-04-20 15:58:44.789000+02:00,mate,white,48,60,EvilSaintPL,1553,Bergamit,1086
1210,Wk0WyYlo,False,standard,rapid,2021-04-20 14:16:38.103000+02:00,2021-04-20 14:26:18.318000+02:00,resign,white,56,600,Qba_chess,1816,EvilSaintPL,1686
1211,oXoarn3p,False,standard,rapid,2021-04-20 14:10:42.426000+02:00,2021-04-20 14:16:34.768000+02:00,draw,,52,600,EvilSaintPL,1686,Qba_chess,1816
1212,y5OmpVv0,False,standard,rapid,2021-04-20 14:04:33.044000+02:00,2021-04-20 14:10:37.555000+02:00,resign,white,63,600,Qba_chess,1816,EvilSaintPL,1686
1213,FqeLRBST,True,standard,blitz,2021-04-19 18:18:07.833000+02:00,2021-04-19 18:21:00.312000+02:00,resign,white,22,300,EvilSaintPL,1700,Lieut_Lawford,1681
1214,Pn40TRlC,True,standard,blitz,2021-04-19 18:11:53.505000+02:00,2021-04-19 18:16:45.480000+02:00,mate,black,23,300,EvilSaintPL,1706,elbandi,1682
1215,hH6AS45f,True,standard,bullet,2021-04-19 17:29:40.909000+02:00,2021-04-19 17:31:52.446000+02:00,outoftime,black,37,60,gellescas,1592,EvilSaintPL,1547
1216,6iqevHWn,False,standard,blitz,2021-04-19 14:41:36.754000+02:00,2021-04-19 14:44:05.783000+02:00,mate,white,27,300,YoungCapitan,1300,EvilSaintPL,1706
1217,mi35kpyM,False,standard,blitz,2021-04-19 14:38:16.146000+02:00,2021-04-19 14:41:28.339000+02:00,resign,white,18,300,EvilSaintPL,1706,YoungCapitan,1300
1218,HrnvC84K,False,standard,blitz,2021-04-19 14:33:38.627000+02:00,2021-04-19 14:38:10.978000+02:00,resign,white,31,300,YoungCapitan,1300,EvilSaintPL,1706
1219,8an49bDv,False,standard,blitz,2021-04-19 12:17:00.344000+02:00,2021-04-19 12:23:18.024000+02:00,stalemate,,50,300,maia1,1541,EvilSaintPL,1706
1220,CRsXCR5K,True,standard,blitz,2021-04-19 12:11:50.923000+02:00,2021-04-19 12:14:49.517000+02:00,resign,black,30,300,Goldor,1731,EvilSaintPL,1700
1221,7JfazFuA,True,standard,blitz,2021-04-19 12:08:35.768000+02:00,2021-04-19 12:11:15.403000+02:00,mate,black,15,300,EvilSaintPL,1705,J-2_j,1692
1222,mJv4EUWT,True,standard,blitz,2021-04-19 12:01:28.857000+02:00,2021-04-19 12:08:05.992000+02:00,mate,white,45,300,AliKai,1784,EvilSaintPL,1710
1223,XXYMwxaS,True,standard,blitz,2021-04-19 11:58:47.176000+02:00,2021-04-19 12:00:44.404000+02:00,resign,white,12,300,EvilSaintPL,1705,Moctopuxx,1670
1224,eplxuujv,False,standard,blitz,2021-04-15 17:24:28.346000+02:00,2021-04-15 17:31:19.224000+02:00,resign,white,30,300,YoungCapitan,1307,EvilSaintPL,1705
1225,JkJp4JwD,False,standard,blitz,2021-04-15 17:20:47.425000+02:00,2021-04-15 17:24:14.557000+02:00,resign,white,29,300,EvilSaintPL,1705,YoungCapitan,1307
1226,im3h6d2R,False,standard,blitz,2021-04-15 17:15:53.240000+02:00,2021-04-15 17:20:41.983000+02:00,resign,black,30,300,YoungCapitan,1307,EvilSaintPL,1705
1227,xRY3npOB,False,standard,blitz,2021-04-15 17:11:02.103000+02:00,2021-04-15 17:15:45.388000+02:00,mate,black,23,300,EvilSaintPL,1705,YoungCapitan,1307
1229,of7qY8T2,True,standard,blitz,2021-04-15 15:34:26.745000+02:00,2021-04-15 15:40:27.603000+02:00,resign,black,23,300,oblachko22,1654,EvilSaintPL,1699
1230,NGnUcCpF,True,standard,blitz,2021-04-15 15:22:36.134000+02:00,2021-04-15 15:30:58.536000+02:00,resign,white,32,300,EvilSaintPL,1694,socatronew,1685
1231,7ZGNQdgv,True,standard,blitz,2021-04-15 15:16:42.966000+02:00,2021-04-15 15:21:57.958000+02:00,draw,,41,300,EvilSaintPL,1694,Shynggyskhan,1709
1232,gz8J2CC9,True,standard,blitz,2021-04-15 12:39:00.615000+02:00,2021-04-15 12:49:17.362000+02:00,outoftime,white,39,300,spirrow13,1728,EvilSaintPL,1699
1233,M49lWd3p,True,standard,blitz,2021-04-15 12:20:22.286000+02:00,2021-04-15 12:23:01.586000+02:00,mate,black,13,300,Howab,1711,EvilSaintPL,1693
1234,yMByj7k2,True,standard,blitz,2021-04-15 12:12:45.481000+02:00,2021-04-15 12:19:49.475000+02:00,draw,,48,300,EvilSaintPL,1693,LPDCkz,1677
1235,ztga8qUU,True,standard,blitz,2021-04-15 12:05:02.665000+02:00,2021-04-15 12:12:19.834000+02:00,draw,,55,300,EvilSaintPL,1693,jaikishore,1681
1236,mnJfrVxl,True,standard,blitz,2021-04-15 12:03:28.099000+02:00,2021-04-15 12:04:40.220000+02:00,resign,black,13,300,Ysnbskr1,1679,EvilSaintPL,1687
1237,f9ZmUj4L,True,standard,blitz,2021-04-15 11:56:32.345000+02:00,2021-04-15 12:03:16.639000+02:00,resign,black,36,300,gengulfus,1670,EvilSaintPL,1682
1238,W1fDDi5E,True,standard,blitz,2021-04-15 10:08:57.149000+02:00,2021-04-15 10:15:38.421000+02:00,mate,black,55,300,EvilSaintPL,1687,Anwjl,1714
1239,Xr9p5ucL,True,standard,blitz,2021-04-15 10:00:46.154000+02:00,2021-04-15 10:08:27.156000+02:00,resign,black,36,300,EvilSaintPL,1692,Germania1924,1694
1240,S4pVIuYB,True,standard,blitz,2021-04-15 09:53:32.500000+02:00,2021-04-15 10:00:00.628000+02:00,mate,black,29,300,axha,1668,EvilSaintPL,1687
1241,SP1LuicU,True,standard,blitz,2021-04-15 09:48:05.908000+02:00,2021-04-15 09:52:58.144000+02:00,mate,white,30,300,rajanup,1620,EvilSaintPL,1694
1242,PhSiRMSM,True,standard,blitz,2021-04-15 09:37:42.021000+02:00,2021-04-15 09:47:58.379000+02:00,outoftime,black,53,300,EvilSaintPL,1698,chrisgarciaolvera,1768
1243,F4u8IA32,True,standard,blitz,2021-04-15 09:34:22.645000+02:00,2021-04-15 09:36:03.686000+02:00,mate,white,16,300,EvilSaintPL,1693,Niki1507,1685
1244,FrznWYkd,True,standard,bullet,2021-04-14 16:14:51.963000+02:00,2021-04-14 16:16:24.601000+02:00,mate,black,51,60,bluestar96,1524,EvilSaintPL,1541
1245,NPhMnDgP,False,standard,bullet,2021-04-14 14:46:08.408000+02:00,2021-04-14 14:52:05.507000+02:00,resign,black,66,120,YoungCapitan,1219,EvilSaintPL,1541
1246,tdQFg4q2,False,standard,bullet,2021-04-14 14:44:00.889000+02:00,2021-04-14 14:46:06.228000+02:00,mate,white,18,120,EvilSaintPL,1541,YoungCapitan,1219
1247,wxzz1Uht,False,standard,bullet,2021-04-14 14:41:39.392000+02:00,2021-04-14 14:43:55.903000+02:00,mate,black,16,120,YoungCapitan,1219,EvilSaintPL,1541
1248,RiNPvSwC,False,standard,bullet,2021-04-14 14:36:05.855000+02:00,2021-04-14 14:41:31.923000+02:00,resign,white,46,120,EvilSaintPL,1541,YoungCapitan,1219
1249,Ii32uLlw,False,standard,bullet,2021-04-14 14:30:09.112000+02:00,2021-04-14 14:36:00.630000+02:00,stalemate,,58,120,YoungCapitan,1219,EvilSaintPL,1541
1250,eYtoct7y,False,standard,bullet,2021-04-14 14:27:44.194000+02:00,2021-04-14 14:30:05.895000+02:00,resign,white,17,120,EvilSaintPL,1541,YoungCapitan,1219
1251,qiXAjJa3,False,standard,blitz,2021-04-14 01:59:45.341000+02:00,2021-04-14 02:07:25.649000+02:00,outoftime,black,39,180,EvilSaintPL,1693,YoungCapitan,1307
1252,mev69TkM,False,standard,blitz,2021-04-14 01:53:38.021000+02:00,2021-04-14 01:59:40.152000+02:00,resign,black,35,180,YoungCapitan,1307,EvilSaintPL,1693
1254,vPanKkXC,False,standard,bullet,2021-04-13 14:59:40.238000+02:00,2021-04-13 15:01:21.769000+02:00,resign,black,25,30,YoungCapitan,1225,EvilSaintPL,1541
1255,ST0a7MRJ,False,standard,bullet,2021-04-13 14:58:21.037000+02:00,2021-04-13 14:59:32.643000+02:00,mate,white,14,30,EvilSaintPL,1541,YoungCapitan,1225
1256,RUH0sG8u,False,standard,bullet,2021-04-13 14:55:05.244000+02:00,2021-04-13 14:58:18.938000+02:00,mate,white,78,30,YoungCapitan,1225,EvilSaintPL,1541
1257,LTuSkfq6,False,standard,bullet,2021-04-13 14:52:41.073000+02:00,2021-04-13 14:54:58.274000+02:00,outoftime,white,33,30,EvilSaintPL,1541,YoungCapitan,1225
1258,37BgR4Up,False,standard,bullet,2021-04-13 14:50:59.192000+02:00,2021-04-13 14:52:38.621000+02:00,mate,white,27,30,YoungCapitan,1225,EvilSaintPL,1541
1259,FJvcJluA,False,standard,bullet,2021-04-13 14:47:20.964000+02:00,2021-04-13 14:50:51.098000+02:00,stalemate,,81,30,EvilSaintPL,1541,YoungCapitan,1225
1260,HrRCBnqA,False,standard,bullet,2021-04-13 14:41:50.174000+02:00,2021-04-13 14:47:03.138000+02:00,draw,,62,15,EvilSaintPL,1541,YoungCapitan,1225
1261,0EfizWGN,False,standard,bullet,2021-04-13 14:38:51.959000+02:00,2021-04-13 14:41:45.373000+02:00,resign,black,43,15,YoungCapitan,1225,EvilSaintPL,1541
1262,WmQ41w2T,True,standard,blitz,2021-04-12 19:11:47.420000+02:00,2021-04-12 19:21:05.799000+02:00,outoftime,white,36,300,EvilSaintPL,1687,AIKidyaev,1658
1263,IsQ4eCZw,True,standard,bullet,2021-04-12 12:52:50.465000+02:00,2021-04-12 12:57:20.610000+02:00,mate,white,68,60,grandmistressSVG,1427,EvilSaintPL,1548
1264,x6Kx0GVX,True,standard,bullet,2021-04-12 12:49:37.401000+02:00,2021-04-12 12:52:31.952000+02:00,resign,black,46,60,EvilSaintPL,1556,pooria_1369,1397
1265,xz0pO1d1,True,standard,bullet,2021-04-12 12:46:05.613000+02:00,2021-04-12 12:49:20.619000+02:00,outoftime,black,38,60,Kelvin_K,1254,EvilSaintPL,1555
1266,sxhW3UFe,True,standard,bullet,2021-04-12 12:44:51.223000+02:00,2021-04-12 12:45:56.390000+02:00,resign,white,19,60,EvilSaintPL,1554,Solidgunn,1155
1267,b79yA7mR,True,standard,bullet,2021-04-12 12:41:13.692000+02:00,2021-04-12 12:44:25.850000+02:00,resign,white,42,60,EvilSaintPL,1551,Schwarzkopf1,1288
1268,go4UkFSL,True,standard,bullet,2021-04-12 12:33:38.554000+02:00,2021-04-12 12:38:00.241000+02:00,mate,white,74,60,AlexVasev71,1597,EvilSaintPL,1556
1269,yRYS5cLR,True,standard,bullet,2021-04-11 12:52:13.758000+02:00,2021-04-11 12:53:56.938000+02:00,mate,white,51,60,EvilSaintPL,1550,swazz_dp,1579
1270,Job0pozX,True,standard,rapid,2021-04-10 15:38:37.908000+02:00,2021-04-10 15:46:02.168000+02:00,resign,white,29,600,uranalaj,1705,EvilSaintPL,1697
1271,nWmqPe9b,True,standard,blitz,2021-04-10 15:37:05.772000+02:00,2021-04-10 15:37:54.571000+02:00,resign,black,9,300,Evgen_33,1710,EvilSaintPL,1681
1272,OTNVMyh1,True,standard,blitz,2021-04-10 15:32:33.391000+02:00,2021-04-10 15:36:48.600000+02:00,resign,black,25,300,EvilSaintPL,1687,AJsweetbuns,1663
1273,AzHphLim,True,standard,bullet,2021-04-10 15:05:33.602000+02:00,2021-04-10 15:06:19.772000+02:00,resign,black,24,60,xMINIKx,1528,EvilSaintPL,1545
1274,Z82kZLOT,True,standard,bullet,2021-04-10 15:03:32.038000+02:00,2021-04-10 15:05:25.172000+02:00,outoftime,white,34,60,EvilSaintPL,1539,yurii989,1506
1275,ppDv0Omq,True,standard,bullet,2021-04-10 15:01:10.012000+02:00,2021-04-10 15:03:21.345000+02:00,outoftime,white,44,60,yaron321,1651,EvilSaintPL,1543
1276,pvMWXEBV,True,standard,bullet,2021-04-10 14:59:55.625000+02:00,2021-04-10 15:01:03.372000+02:00,mate,white,26,60,EvilSaintPL,1538,KonidakisAlex,1500
1277,z54yChFI,True,standard,bullet,2021-04-10 14:57:54.704000+02:00,2021-04-10 14:59:35.922000+02:00,outoftime,white,22,60,EvilSaintPL,1532,Temur0904,1578
1278,Z9yRg9QJ,True,standard,bullet,2021-04-10 14:55:57.868000+02:00,2021-04-10 14:57:50.971000+02:00,outoftime,black,40,60,China1981,1536,EvilSaintPL,1526
1279,IXonMBtr,True,standard,bullet,2021-04-10 14:54:01.684000+02:00,2021-04-10 14:55:54.570000+02:00,mate,black,43,60,EvilSaintPL,1531,Prahladpj,1576
1280,H1nfLUld,True,standard,bullet,2021-04-10 14:53:27.745000+02:00,2021-04-10 14:53:55.435000+02:00,resign,white,11,60,bhardwajvaibhav82,1513,EvilSaintPL,1537
1281,5W1Zx1oT,True,standard,bullet,2021-04-10 14:51:36.880000+02:00,2021-04-10 14:53:24.245000+02:00,outoftime,black,22,60,Ulacio,1566,EvilSaintPL,1530
1282,eJv5MDMC,True,standard,bullet,2021-04-10 14:50:41.681000+02:00,2021-04-10 14:51:29.833000+02:00,mate,white,22,60,EvilSaintPL,1525,damrea,1519
1283,XSJquTpL,True,standard,bullet,2021-04-10 14:45:09.806000+02:00,2021-04-10 14:46:36.952000+02:00,mate,black,32,60,Arthurios1,1446,EvilSaintPL,1520
1284,hdrmp4Cn,True,standard,bullet,2021-04-09 21:59:13.328000+02:00,2021-04-09 22:00:52.390000+02:00,resign,black,35,60,EvilSaintPL,1525,HarmonBeth,1566
1285,DAMQxY3m,True,standard,bullet,2021-04-09 19:51:32.637000+02:00,2021-04-09 19:53:32.456000+02:00,outoftime,black,43,60,GuyIncognito_de,1531,EvilSaintPL,1519
1286,cvdSlSq3,True,standard,bullet,2021-04-09 19:49:43.297000+02:00,2021-04-09 19:51:29.543000+02:00,mate,white,28,60,Astorga5693,1521,EvilSaintPL,1525
1287,0uyr9hZ8,True,standard,bullet,2021-04-09 19:47:52.952000+02:00,2021-04-09 19:49:41.247000+02:00,mate,white,32,60,EvilSaintPL,1519,RMG2,1529
1288,1cSvY63x,True,standard,bullet,2021-04-09 19:46:01.266000+02:00,2021-04-09 19:47:50.085000+02:00,mate,black,34,60,EvilSaintPL,1525,itoiz,1493
1289,w1lqj7ju,True,standard,bullet,2021-04-09 19:43:51.543000+02:00,2021-04-09 19:45:55.976000+02:00,mate,black,40,60,EvilSaintPL,1532,raghavrox2,1449
1290,wYv1Gory,True,standard,bullet,2021-04-09 19:41:55.301000+02:00,2021-04-09 19:43:47.723000+02:00,outoftime,black,33,60,D_O_B,1550,EvilSaintPL,1525
1291,IG70EfYp,True,standard,bullet,2021-04-09 19:41:17.748000+02:00,2021-04-09 19:41:51.665000+02:00,resign,white,14,60,mondflucht,1468,EvilSaintPL,1532
1292,pySXI8Tc,True,standard,bullet,2021-04-09 19:39:10.035000+02:00,2021-04-09 19:41:13.856000+02:00,outoftime,white,54,60,EvilSaintPL,1527,sonderzeichen,1507
1293,LaWAPImJ,True,standard,bullet,2021-04-09 17:39:23.616000+02:00,2021-04-09 17:40:57.827000+02:00,outoftime,black,30,60,RV1997,1501,EvilSaintPL,1521
1294,FuGFFxNe,True,standard,bullet,2021-04-09 17:37:31.399000+02:00,2021-04-09 17:39:20.093000+02:00,draw,,53,60,EvilSaintPL,1523,itsyagirlrafs,1419
1295,lmp9D7w5,True,standard,bullet,2021-04-09 17:34:03.455000+02:00,2021-04-09 17:36:21.964000+02:00,outoftime,white,50,60,anXxxxx,1526,EvilSaintPL,1528
1296,9vfV76qF,True,standard,bullet,2021-04-09 17:31:38.307000+02:00,2021-04-09 17:33:48.037000+02:00,outoftime,white,48,60,EvilSaintPL,1522,MigueFernandez,1542
1297,TQIlpQDW,True,standard,bullet,2021-04-09 17:29:33.177000+02:00,2021-04-09 17:31:30.960000+02:00,outoftime,black,40,60,RAKESHTHAMPII,1507,EvilSaintPL,1517
1298,mJSFkmLj,True,standard,bullet,2021-04-09 17:26:37.219000+02:00,2021-04-09 17:28:44.447000+02:00,outoftime,black,40,60,Sangari20,1532,EvilSaintPL,1511
1299,pYecKvpQ,True,standard,bullet,2021-04-09 17:24:23.367000+02:00,2021-04-09 17:26:32.538000+02:00,outoftime,white,46,60,EvilSaintPL,1506,hapazo,1446
1300,2uVpYxey,True,standard,bullet,2021-04-09 17:21:43.904000+02:00,2021-04-09 17:22:29.414000+02:00,mate,white,28,60,EvilSaintPL,1499,an2712,1530
1301,o4cJXfcF,True,standard,bullet,2021-04-09 17:20:49.220000+02:00,2021-04-09 17:21:40.368000+02:00,mate,black,22,60,an2712,1537,EvilSaintPL,1493
1302,mN2tGAzQ,True,standard,bullet,2021-04-09 17:14:24.333000+02:00,2021-04-09 17:16:34.846000+02:00,outoftime,white,45,60,EvilSaintPL,1487,mijellin,1476
1303,vajElL4S,True,standard,bullet,2021-04-09 17:12:12.946000+02:00,2021-04-09 17:14:17.038000+02:00,outoftime,white,25,60,EvilSaintPL,1482,FecalAlcoholSyndrome,1426
1304,rstr0vaQ,True,standard,blitz,2021-04-09 17:03:34.274000+02:00,2021-04-09 17:09:49.488000+02:00,outoftime,black,25,300,ueberhorst,1676,EvilSaintPL,1681
1305,EdJOHY1y,True,standard,blitz,2021-04-09 17:00:01.398000+02:00,2021-04-09 17:02:24.178000+02:00,resign,white,18,300,ap2006,1687,EvilSaintPL,1687
1306,Fopn9bud,True,standard,blitz,2021-04-09 16:55:44.142000+02:00,2021-04-09 16:59:48.199000+02:00,resign,white,24,300,EvilSaintPL,1681,h_ibrahim,1672
1307,q64MgAmp,True,standard,blitz,2021-04-09 16:49:14.396000+02:00,2021-04-09 16:54:48.929000+02:00,resign,white,25,300,Hoehensteiger,1715,EvilSaintPL,1686
1308,reOu9hQ0,True,standard,blitz,2021-04-09 14:29:27.292000+02:00,2021-04-09 14:37:51.588000+02:00,mate,white,27,300,EvilSaintPL,1681,Mstrvampire,1650
1309,RmPhelVm,False,standard,blitz,2021-04-08 12:56:26.120000+02:00,2021-04-08 13:01:13.625000+02:00,resign,white,28,180,EvilSaintPL,1681,YoungCapitan,1320
1310,xy32fOHp,False,standard,blitz,2021-04-08 12:52:16.292000+02:00,2021-04-08 12:56:20.547000+02:00,resign,black,35,180,YoungCapitan,1320,EvilSaintPL,1681
1311,YIr8QWCA,True,standard,bullet,2021-04-04 22:26:33.971000+02:00,2021-04-04 22:28:43.760000+02:00,outoftime,white,35,60,kingmop,1488,EvilSaintPL,1487
1312,OPaw4V6b,True,standard,bullet,2021-04-04 22:20:04.184000+02:00,2021-04-04 22:21:15.755000+02:00,mate,black,18,60,EvilSaintPL,1493,obeyingrule2,1479
1313,5rO0foNA,True,standard,bullet,2021-04-04 22:17:44.537000+02:00,2021-04-04 22:19:44.149000+02:00,outoftime,black,29,60,EvilSaintPL,1499,assar,1495
1314,UVdGSiZz,True,standard,bullet,2021-04-04 22:17:14.111000+02:00,2021-04-04 22:17:38.562000+02:00,resign,white,13,60,HuanHo,1506,EvilSaintPL,1505
1315,vJbdQzD9,True,standard,bullet,2021-04-04 22:00:55.789000+02:00,2021-04-04 22:03:13.072000+02:00,mate,black,42,60,mehrdaad-iran,1540,EvilSaintPL,1498
1316,QRuJzWpL,True,standard,bullet,2021-04-03 18:55:57.803000+02:00,2021-04-03 18:58:16.677000+02:00,outoftime,white,40,60,EvilSaintPL,1491,nabeeltnabs4,1557
1317,up6ght91,True,standard,bullet,2021-04-03 18:55:11.743000+02:00,2021-04-03 18:55:53.278000+02:00,mate,white,19,60,NoodleKing,1515,EvilSaintPL,1497
1318,yvT0H9n3,True,standard,bullet,2021-04-03 18:53:03.851000+02:00,2021-04-03 18:55:07.488000+02:00,outoftime,black,37,60,EvilSaintPL,1503,FatKingCantRun,1486
1319,DxIVYW0C,True,standard,bullet,2021-04-03 18:50:29.632000+02:00,2021-04-03 18:52:43.345000+02:00,outoftime,black,34,60,Lockee2,1457,EvilSaintPL,1498
