,id,rated,variant,speed,createdAt,lastMoveAt,status,winner,moves,clock,white_player_name,white_ranking,black_player_name,black_ranking
3490,HKnpNyvX,True,standard,blitz,2020-06-25 15:03:42.327000+02:00,2020-06-25 15:07:46.979000+02:00,mate,white,23,300,EvilSaintPL,1517,Denis_R,1403
3491,i8Ja2TKG,True,standard,blitz,2020-06-25 14:51:04.566000+02:00,2020-06-25 15:00:21.104000+02:00,mate,black,72,300,lluisnunez,1506,EvilSaintPL,1512
3492,Zea7aXIK,True,standard,blitz,2020-06-25 14:45:26.223000+02:00,2020-06-25 14:50:35.666000+02:00,resign,white,28,300,efekangs35,1522,EvilSaintPL,1517
3493,6gJzZPvD,True,standard,blitz,2020-06-25 14:40:05.244000+02:00,2020-06-25 14:44:50.015000+02:00,mate,black,27,300,EvilSaintPL,1522,BUGEARBONG,1561
3494,chMbv1Bs,True,standard,blitz,2020-06-25 14:23:02.260000+02:00,2020-06-25 14:30:25.535000+02:00,draw,,59,300,Morten123,1586,EvilSaintPL,1521
3495,hkvaT5kY,True,standard,blitz,2020-06-25 14:21:47.398000+02:00,2020-06-25 14:22:49.191000+02:00,resign,black,9,300,EvilSaintPL,1527,Jason_fly,1504
3496,RvgSM87l,True,standard,blitz,2020-06-25 14:11:04.496000+02:00,2020-06-25 14:20:43.270000+02:00,outoftime,white,35,300,EvilSaintPL,1521,tHE_hB,1527
3497,QCLwTphP,True,standard,bullet,2020-06-25 02:19:37.920000+02:00,2020-06-25 02:25:09.323000+02:00,outoftime,black,46,120,ProfeCarlos,1238,EvilSaintPL,1252
3498,nw8T9SSE,True,standard,bullet,2020-06-25 02:18:56.046000+02:00,2020-06-25 02:19:32.733000+02:00,resign,black,9,120,EvilSaintPL,1260,vgusberti,1235
3499,2CBaLJsD,True,standard,bullet,2020-06-25 02:14:37.297000+02:00,2020-06-25 02:18:48.364000+02:00,mate,white,31,120,BykrhanAydinov,1302,EvilSaintPL,1268
3500,FVcXc5zq,True,standard,bullet,2020-06-25 02:09:28.145000+02:00,2020-06-25 02:14:16.957000+02:00,outoftime,black,32,120,lfcdad,1271,EvilSaintPL,1259
3501,ckrciHoo,True,standard,bullet,2020-06-25 02:06:33.539000+02:00,2020-06-25 02:08:54.229000+02:00,resign,black,17,120,hmj2,1260,EvilSaintPL,1250
3502,6qp0sZi2,True,standard,bullet,2020-06-25 02:02:14.481000+02:00,2020-06-25 02:06:15.382000+02:00,mate,black,26,120,EvilSaintPL,1258,quimaroc,1286
3503,cDsfVzMG,True,standard,bullet,2020-06-25 01:59:58.262000+02:00,2020-06-25 02:02:06.489000+02:00,resign,white,21,120,EvilSaintPL,1249,mechge,1245
3509,Q5qnQIqB,True,standard,blitz,2020-06-24 20:58:37.043000+02:00,2020-06-24 20:59:27.263000+02:00,resign,black,8,300,vedo1234,1489,EvilSaintPL,1516
3510,47jz6iwY,True,standard,blitz,2020-06-24 20:53:17.946000+02:00,2020-06-24 20:57:58.444000+02:00,mate,black,22,300,EvilSaintPL,1522,Antimon3000,1492
3511,vDav3iR1,True,standard,blitz,2020-06-24 20:07:54.259000+02:00,2020-06-24 20:14:57.276000+02:00,resign,black,39,300,EvilSaintPL,1528,roibeer,1513
3512,7bcsGNpq,True,standard,blitz,2020-06-24 20:01:47.224000+02:00,2020-06-24 20:07:44.373000+02:00,resign,black,31,300,roibeer,1518,EvilSaintPL,1522
3513,piTgJnu2,True,standard,blitz,2020-06-24 20:00:37.287000+02:00,2020-06-24 20:01:21.161000+02:00,resign,black,9,300,EvilSaintPL,1528,julidefant,1548
3514,wRBA6u9u,True,standard,blitz,2020-06-24 19:42:36.401000+02:00,2020-06-24 19:53:01.669000+02:00,outoftime,black,57,300,EvilSaintPL,1532,abduqodir20,1500
3515,xMfS0a8S,True,standard,blitz,2020-06-24 19:32:15.231000+02:00,2020-06-24 19:38:56.714000+02:00,mate,black,38,300,lidder,1532,EvilSaintPL,1526
3516,uR189sdO,True,standard,blitz,2020-06-24 19:29:28.903000+02:00,2020-06-24 19:31:47.720000+02:00,resign,black,17,300,EvilSaintPL,1532,zozolobya223,1526
3517,358LkgWZ,True,standard,blitz,2020-06-24 19:25:35.043000+02:00,2020-06-24 19:28:20.726000+02:00,timeout,black,15,300,juan111k,1504,EvilSaintPL,1526
3518,fIE4SuSR,True,standard,blitz,2020-06-24 19:22:40.009000+02:00,2020-06-24 19:25:14.530000+02:00,mate,white,13,300,tourmalet3000,1535,EvilSaintPL,1532
3519,QeZY6Rp0,True,standard,blitz,2020-06-24 19:12:53.030000+02:00,2020-06-24 19:21:16.939000+02:00,mate,black,33,300,EvilSaintPL,1538,ramgy,1533
3520,p36RNiPe,True,standard,blitz,2020-06-24 19:10:31.533000+02:00,2020-06-24 19:12:13.086000+02:00,mate,white,15,300,EvilSaintPL,1532,LanKommando,1532
3521,tGZanuPw,True,standard,blitz,2020-06-24 19:06:37.850000+02:00,2020-06-24 19:10:05.028000+02:00,resign,black,25,300,Pipan0o,1544,EvilSaintPL,1526
3522,42lAWUXb,True,standard,blitz,2020-06-24 18:58:33.492000+02:00,2020-06-24 19:05:10.396000+02:00,timeout,black,31,300,Volteator,1503,EvilSaintPL,1521
3523,RTbtUx30,True,standard,blitz,2020-06-24 18:01:08.539000+02:00,2020-06-24 18:05:36.606000+02:00,mate,white,24,300,EvilSaintPL,1514,PieroGnani,1562
3524,zo4Zs6yf,True,standard,blitz,2020-06-24 17:05:55.842000+02:00,2020-06-24 17:09:08.528000+02:00,resign,black,20,300,EvilSaintPL,1521,kolyan1987,1463
3525,33S60gJX,True,standard,blitz,2020-06-24 17:03:16.514000+02:00,2020-06-24 17:05:50.068000+02:00,resign,white,16,300,eugen1804,1531,EvilSaintPL,1526
3526,uLBbBqXu,True,standard,blitz,2020-06-24 16:55:48.855000+02:00,2020-06-24 17:02:03.175000+02:00,mate,black,31,300,wazerattaei,1527,EvilSaintPL,1520
3527,MyRBRlcM,True,standard,blitz,2020-06-24 16:44:42.008000+02:00,2020-06-24 16:53:20.883000+02:00,resign,white,58,300,EvilSaintPL,1515,xmorejon,1491
3528,EvTF7D8O,True,standard,blitz,2020-06-24 16:36:57.415000+02:00,2020-06-24 16:43:40.636000+02:00,resign,white,30,300,MAElkhalaf,1528,EvilSaintPL,1521
3529,dvZv8WmL,True,standard,blitz,2020-06-24 16:34:32.950000+02:00,2020-06-24 16:36:22.775000+02:00,resign,white,17,300,EvilSaintPL,1515,Limecat,1507
3530,fCwR0Hcu,True,standard,blitz,2020-06-24 16:24:55.655000+02:00,2020-06-24 16:31:57.706000+02:00,mate,white,40,300,EvilSaintPL,1507,PalazOfHoon,1609
3531,5UdUB5li,True,standard,blitz,2020-06-23 16:17:05.838000+02:00,2020-06-23 16:24:15.682000+02:00,outoftime,black,24,300,lidk,1500,EvilSaintPL,1503
3532,rZ8FrB1p,True,standard,blitz,2020-06-23 16:01:07.111000+02:00,2020-06-23 16:10:58.792000+02:00,outoftime,black,53,300,adesina,1475,EvilSaintPL,1498
3533,ljhgiBiJ,True,standard,blitz,2020-06-23 15:43:43.049000+02:00,2020-06-23 15:50:33.747000+02:00,mate,white,33,300,EvilSaintPL,1492,l4m3,1520
3534,LZ3AQOFL,True,standard,blitz,2020-06-23 15:40:21.321000+02:00,2020-06-23 15:43:29.436000+02:00,resign,white,19,300,EvilSaintPL,1487,GodGin,1440
3535,gBgHVU2E,True,standard,blitz,2020-06-23 14:31:21.019000+02:00,2020-06-23 14:40:04.538000+02:00,mate,black,78,300,EvilSaintPL,1493,LexocoGG,1462
3536,tOXv4f82,True,standard,blitz,2020-06-23 14:25:15.545000+02:00,2020-06-23 14:27:33.202000+02:00,mate,black,25,300,pabloiglesiasturrion,1500,EvilSaintPL,1489
3537,6z2jt6gw,True,standard,blitz,2020-06-23 14:22:16.918000+02:00,2020-06-23 14:24:48.853000+02:00,resign,white,17,300,Tassostam,1477,EvilSaintPL,1495
3538,tBE0me0U,True,standard,blitz,2020-06-23 14:07:34.848000+02:00,2020-06-23 14:13:57.488000+02:00,resign,black,31,300,SILVERIC1212,1467,EvilSaintPL,1489
3545,qBufYpZd,True,standard,rapid,2020-06-22 14:44:16.343000+02:00,2020-06-22 14:49:16.256000+02:00,mate,black,19,600,Badem1453Fatih,1393,EvilSaintPL,1394
3546,xuCd4G2E,True,standard,rapid,2020-06-22 14:35:49.346000+02:00,2020-06-22 14:43:57.053000+02:00,mate,black,28,600,EvilSaintPL,1401,frymon,1403
3547,y2WtyD4W,True,standard,rapid,2020-06-22 14:27:21.008000+02:00,2020-06-22 14:35:38.915000+02:00,mate,white,40,600,EvilSaintPL,1394,Rajender1,1345
3548,SQRVhPOe,True,standard,blitz,2020-06-21 22:59:33.256000+02:00,2020-06-21 23:06:31.723000+02:00,mate,black,23,300,hogia,1455,EvilSaintPL,1484
3549,qEgVGtS7,True,standard,blitz,2020-06-21 22:49:20.166000+02:00,2020-06-21 22:57:55.192000+02:00,mate,white,86,300,EvilSaintPL,1478,good911,1486
3550,4LpQhdQN,True,standard,blitz,2020-06-21 21:44:03.819000+02:00,2020-06-21 21:54:20.484000+02:00,mate,white,77,300,EvilSaintPL,1472,mehdi_5980,1474
3551,9qb3WN9k,True,standard,blitz,2020-06-21 21:39:35.027000+02:00,2020-06-21 21:43:32.370000+02:00,mate,white,25,300,gundy12,1466,EvilSaintPL,1478
3552,sE8oullC,True,standard,blitz,2020-06-21 21:34:07.022000+02:00,2020-06-21 21:39:27.863000+02:00,mate,black,17,300,saren_pl,1456,EvilSaintPL,1473
3553,hwTYlN0i,True,standard,blitz,2020-06-21 21:26:29.577000+02:00,2020-06-21 21:33:00.810000+02:00,mate,white,29,300,Benny78,1514,EvilSaintPL,1478
3554,ue2ARlN4,True,standard,blitz,2020-06-21 21:22:38.815000+02:00,2020-06-21 21:24:42.373000+02:00,resign,black,15,300,savelovme,1537,EvilSaintPL,1471
3555,iJq4l5wc,True,standard,blitz,2020-06-21 21:15:38.449000+02:00,2020-06-21 21:20:51.311000+02:00,mate,white,27,300,EvilSaintPL,1465,kimo-dz,1483
3556,KngsEvOH,True,standard,blitz,2020-06-21 19:32:36.973000+02:00,2020-06-21 19:42:36.026000+02:00,outoftime,white,34,300,EvilSaintPL,1458,jop2020,1522
3557,uwkMoOsJ,True,standard,blitz,2020-06-21 16:25:55.290000+02:00,2020-06-21 16:35:05.453000+02:00,resign,white,34,300,vlafik,1464,EvilSaintPL,1464
3558,VuH5IyZa,True,standard,blitz,2020-06-21 16:11:21.132000+02:00,2020-06-21 16:19:39.993000+02:00,resign,black,40,300,EvilSaintPL,1470,Konokrad,1412
3559,lSM793LJ,True,standard,blitz,2020-06-21 16:02:10.669000+02:00,2020-06-21 16:10:00.185000+02:00,resign,white,37,300,cosarosca,1476,EvilSaintPL,1476
3560,GzA3FXX7,True,standard,blitz,2020-06-21 16:00:04.150000+02:00,2020-06-21 16:01:29.245000+02:00,resign,white,10,300,EvilSaintPL,1472,ineufer,1403
3561,pwRq9YGS,True,standard,blitz,2020-06-21 15:30:29.363000+02:00,2020-06-21 15:32:05.021000+02:00,resign,black,9,300,EvilSaintPL,1477,Moravon,1478
3562,oCdxzGkN,True,standard,blitz,2020-06-21 15:21:26.579000+02:00,2020-06-21 15:29:02.435000+02:00,resign,white,36,300,Aleks2019,1559,EvilSaintPL,1482
3563,N5w9qlKL,True,standard,blitz,2020-06-21 15:15:47.974000+02:00,2020-06-21 15:20:28.286000+02:00,resign,white,43,300,petko646,1382,EvilSaintPL,1489
3564,6YEhBhTT,True,standard,rapid,2020-06-21 15:11:44.160000+02:00,2020-06-21 15:15:38.243000+02:00,mate,white,15,600,EvilSaintPL,1388,GnomGenom,1327
3565,ueIfXL2h,True,standard,blitz,2020-06-20 16:22:22.742000+02:00,2020-06-20 16:27:14.495000+02:00,resign,black,19,300,EvilSaintPL,1495,VICTORMARTIN,1466
3566,2LKuuok1,True,standard,blitz,2020-06-20 16:14:52.738000+02:00,2020-06-20 16:21:11.157000+02:00,mate,white,37,300,sitoryu,1512,EvilSaintPL,1501
3567,Av1SO4wi,True,standard,blitz,2020-06-20 16:06:49.212000+02:00,2020-06-20 16:14:05.634000+02:00,draw,,40,300,EvilSaintPL,1500,Kon4ad,1562
3568,X9vBPv4J,True,standard,blitz,2020-06-20 16:01:53.734000+02:00,2020-06-20 16:05:05.391000+02:00,resign,white,20,300,mzxr,1576,EvilSaintPL,1504
3569,Je5rtHn3,True,standard,blitz,2020-06-20 15:08:54.973000+02:00,2020-06-20 15:14:37.059000+02:00,mate,black,25,300,Nawani20,1434,EvilSaintPL,1500
3570,RVNezlP2,True,standard,rapid,2020-06-20 14:16:41.954000+02:00,2020-06-20 14:19:38.450000+02:00,resign,white,12,600,Morduke,1441,EvilSaintPL,1394
3574,6TERGIS1,True,standard,blitz,2020-06-19 21:22:10.333000+02:00,2020-06-19 21:27:17.558000+02:00,resign,white,47,300,EvilSaintPL,1494,BigApp7e,1491
3575,abO8q58F,True,standard,blitz,2020-06-19 21:10:44.249000+02:00,2020-06-19 21:16:43.455000+02:00,resign,white,27,300,EvilSaintPL,1488,Gyrnik,1468
3576,WGqeBYOI,True,standard,blitz,2020-06-19 16:38:29.658000+02:00,2020-06-19 16:46:55.060000+02:00,outoftime,black,53,300,EvilSaintPL,1494,sitomani,1489
3577,afBHJyLb,True,standard,blitz,2020-06-19 16:29:57.476000+02:00,2020-06-19 16:36:22.567000+02:00,resign,white,32,300,michetto,1494,EvilSaintPL,1500
3578,H58fUGxS,True,standard,rapid,2020-06-19 14:07:20.913000+02:00,2020-06-19 14:09:59.822000+02:00,mate,white,20,600,Heorge,1528,EvilSaintPL,1399
3579,zArudV6f,True,standard,rapid,2020-06-19 14:04:40.138000+02:00,2020-06-19 14:06:20.267000+02:00,resign,black,7,600,EvilSaintPL,1406,Prithwitosh,1435
3580,Gd2PqEkd,True,standard,rapid,2020-06-19 00:06:03.250000+02:00,2020-06-19 00:08:19.009000+02:00,resign,black,13,600,cammamaster,1447,EvilSaintPL,1397
3586,ArvtdqaL,True,standard,rapid,2020-06-18 18:46:29.256000+02:00,2020-06-18 18:53:46.513000+02:00,resign,white,21,600,EvilSaintPL,1388,Plantology,1380
3587,W5MYmgcN,True,standard,rapid,2020-06-18 18:42:42.569000+02:00,2020-06-18 18:45:59.233000+02:00,resign,white,14,600,sseyli,1410,EvilSaintPL,1396
3588,8r46mGcK,True,standard,rapid,2020-06-18 18:39:40.652000+02:00,2020-06-18 18:42:31.889000+02:00,resign,white,11,600,EvilSaintPL,1386,ajoao,1409
3589,SLRvmILJ,True,standard,rapid,2020-06-18 18:10:39.043000+02:00,2020-06-18 18:18:24.320000+02:00,mate,white,22,600,MarkE47,1382,EvilSaintPL,1395
3590,LYcteWe7,True,standard,blitz,2020-06-18 15:13:15.524000+02:00,2020-06-18 15:18:52.443000+02:00,mate,white,30,300,EvilSaintPL,1494,chucklecat,1482
3591,dnb0ig6E,True,standard,blitz,2020-06-18 15:05:00.139000+02:00,2020-06-18 15:12:47.605000+02:00,mate,white,31,300,JermaineCole,1500,EvilSaintPL,1500
3592,28U4nwgM,True,standard,blitz,2020-06-18 14:56:35.630000+02:00,2020-06-18 15:03:48.411000+02:00,resign,black,33,300,Weszone,1523,EvilSaintPL,1494
3593,3Knluslf,True,standard,blitz,2020-06-18 14:48:10.773000+02:00,2020-06-18 14:55:47.533000+02:00,resign,black,50,300,EvilSaintPL,1498,Mikhail0594,1580
3594,xwq3zVBE,True,standard,blitz,2020-06-18 14:41:24.579000+02:00,2020-06-18 14:46:18.392000+02:00,resign,black,28,300,kingjake,1497,EvilSaintPL,1492
3595,sxcFuWKk,True,standard,blitz,2020-06-18 14:34:55.821000+02:00,2020-06-18 14:41:04.310000+02:00,resign,white,31,300,EvilSaintPL,1486,jlc333,1520
3596,GHDvD1bk,False,standard,blitz,2020-06-18 14:06:21.847000+02:00,2020-06-18 14:20:51.290000+02:00,mate,white,54,300,EvilSaintPL,1486,YoungCapitan,1318
3597,D2AR1Cxk,False,standard,blitz,2020-06-18 13:59:54.714000+02:00,2020-06-18 14:06:18.099000+02:00,mate,white,31,300,YoungCapitan,1318,EvilSaintPL,1486
3598,PYqWjUMF,False,standard,blitz,2020-06-18 13:45:13.501000+02:00,2020-06-18 13:59:50.200000+02:00,mate,white,66,300,EvilSaintPL,1486,YoungCapitan,1318
3599,gFSCL1mF,True,standard,rapid,2020-06-18 12:54:41.244000+02:00,2020-06-18 13:01:37.318000+02:00,mate,black,22,600,mrtxx,1416,EvilSaintPL,1385
3600,e52qMYeM,True,standard,rapid,2020-06-18 12:43:52.560000+02:00,2020-06-18 12:54:01.999000+02:00,resign,black,30,600,EvilSaintPL,1395,nikkosykh1992,1376
3601,188a2UBz,True,standard,rapid,2020-06-18 12:37:26.191000+02:00,2020-06-18 12:42:40.333000+02:00,resign,black,17,600,EvilSaintPL,1404,ZielonoZielony,1397
3602,yWSnnLf7,True,standard,blitz,2020-06-17 16:11:18.837000+02:00,2020-06-17 16:16:56.633000+02:00,mate,white,26,300,Jaycop,1461,EvilSaintPL,1492
3603,rDujWvJo,True,standard,blitz,2020-06-17 15:26:40.406000+02:00,2020-06-17 15:36:50.902000+02:00,stalemate,,72,300,EvilSaintPL,1492,moamal21,1492
3604,q9sjT3xV,True,standard,blitz,2020-06-17 15:19:33.249000+02:00,2020-06-17 15:25:46.247000+02:00,mate,white,27,300,Ahmedalfi,1531,EvilSaintPL,1497
3605,vYXfWhl8,True,standard,blitz,2020-06-17 15:13:53.907000+02:00,2020-06-17 15:18:21.153000+02:00,mate,white,26,300,EvilSaintPL,1491,plaviivek,1483
3606,80gxamem,True,standard,blitz,2020-06-17 14:30:48.151000+02:00,2020-06-17 14:38:55.101000+02:00,resign,white,35,300,EvilSaintPL,1487,IndiraF,1374
3607,IGk2FSQ3,True,standard,blitz,2020-06-17 14:19:00.801000+02:00,2020-06-17 14:28:22.281000+02:00,outoftime,black,28,300,Gripenx7,1500,EvilSaintPL,1481
3608,Blqi7gKD,True,standard,blitz,2020-06-17 14:10:43.577000+02:00,2020-06-17 14:15:47.040000+02:00,mate,black,25,300,zenertek,1553,EvilSaintPL,1474
3609,4IYAFsvB,True,standard,blitz,2020-06-17 14:04:34.192000+02:00,2020-06-17 14:09:46.834000+02:00,mate,black,30,300,EvilSaintPL,1480,pistel,1463
3610,woeobfby,True,standard,blitz,2020-06-17 13:57:35.183000+02:00,2020-06-17 14:02:45.770000+02:00,resign,black,35,300,ricairo,1503,EvilSaintPL,1474
3611,yrjP2Ymh,True,standard,blitz,2020-06-17 13:45:36.424000+02:00,2020-06-17 13:55:12.457000+02:00,outoftime,black,51,300,EvilSaintPL,1480,Lucas-FR,1456
3612,9QNtSlDb,True,standard,blitz,2020-06-17 12:32:52.528000+02:00,2020-06-17 12:37:52.861000+02:00,resign,black,27,300,EvilSaintPL,1485,compaluca,1501
3613,5dcyX2Eb,True,standard,blitz,2020-06-17 12:31:11.952000+02:00,2020-06-17 12:32:17.084000+02:00,resign,black,8,300,hardtoplay007,1468,EvilSaintPL,1480
3614,oItNB2RV,True,standard,blitz,2020-06-17 12:02:24.984000+02:00,2020-06-17 12:12:26.627000+02:00,outoftime,white,59,300,EvilSaintPL,1474,Vijayvrb,1476
3615,GCxEgBQO,True,standard,blitz,2020-06-17 11:54:20.756000+02:00,2020-06-17 12:01:33.429000+02:00,resign,black,43,300,joepev,1471,EvilSaintPL,1468
3616,nPRLNn62,True,standard,blitz,2020-06-16 22:53:15.548000+02:00,2020-06-16 23:01:14.629000+02:00,mate,white,30,300,EvilSaintPL,1462,yocaam30,1474
3617,bIMQXaPO,True,standard,blitz,2020-06-16 22:37:45.393000+02:00,2020-06-16 22:47:40.710000+02:00,outoftime,black,35,300,hung510,1448,EvilSaintPL,1457
3618,GMtItnsv,True,standard,blitz,2020-06-16 19:44:38.710000+02:00,2020-06-16 19:51:08.406000+02:00,resign,black,29,300,EvilSaintPL,1462,Sengoku94,1446
3619,93D2UYt5,True,standard,blitz,2020-06-16 19:41:13.458000+02:00,2020-06-16 19:43:44.156000+02:00,resign,white,19,300,raultajeda,1455,EvilSaintPL,1468
3620,dNrPyqCO,True,standard,blitz,2020-06-16 19:36:34.664000+02:00,2020-06-16 19:40:38.113000+02:00,resign,black,23,300,EvilSaintPL,1474,zubair_ahmed,1466
3621,hq1Rrk2F,True,standard,blitz,2020-06-16 19:12:38.953000+02:00,2020-06-16 19:17:45.023000+02:00,draw,,31,300,EvilSaintPL,1474,whitakerbrand,1500
3622,iQfommM7,True,standard,blitz,2020-06-16 17:17:05.006000+02:00,2020-06-16 17:23:37.802000+02:00,resign,black,39,300,FredEsca,1457,EvilSaintPL,1468
3623,DmEUD00j,True,standard,blitz,2020-06-16 16:30:59.409000+02:00,2020-06-16 16:36:33.918000+02:00,mate,white,20,300,EvilSaintPL,1462,Azrielhondacycle,1455
3624,7Ipp6wpp,True,standard,blitz,2020-06-16 16:24:29.998000+02:00,2020-06-16 16:30:12.364000+02:00,resign,white,37,300,Jan72,1577,EvilSaintPL,1466
3625,2gXxRC7Y,True,standard,blitz,2020-06-16 16:17:18.807000+02:00,2020-06-16 16:23:52.607000+02:00,mate,white,39,300,EvilSaintPL,1460,Nerol,1501
3626,UVCoFcrp,True,standard,blitz,2020-06-16 16:12:55.899000+02:00,2020-06-16 16:16:51.083000+02:00,resign,white,19,300,lflavio1708,1465,EvilSaintPL,1466
3627,lSuCOuEx,True,standard,blitz,2020-06-16 15:14:43.808000+02:00,2020-06-16 15:19:55.362000+02:00,mate,white,18,300,EvilSaintPL,1461,CrimsonBaron,1374
3628,2RFZTQne,True,standard,blitz,2020-06-16 15:08:20.716000+02:00,2020-06-16 15:12:51.562000+02:00,mate,black,19,300,Gazzerim,1454,EvilSaintPL,1456
3629,wwMffQC6,True,standard,blitz,2020-06-16 14:59:21.075000+02:00,2020-06-16 15:05:42.428000+02:00,mate,white,31,300,EvilSaintPL,1450,S-H-I-N-E,1434
3630,NSaXNiIo,True,standard,blitz,2020-06-16 14:56:37.764000+02:00,2020-06-16 14:58:17.237000+02:00,resign,white,13,300,PsalmFischer,1453,EvilSaintPL,1456
3631,hzobtJAO,True,standard,blitz,2020-06-16 14:51:28.144000+02:00,2020-06-16 14:56:13.161000+02:00,resign,black,20,300,EvilSaintPL,1461,MSAGUM_PH,1518
3632,LnJe9igV,True,standard,rapid,2020-06-16 14:42:44.509000+02:00,2020-06-16 14:49:10.206000+02:00,mate,black,25,600,fbmorais,1381,EvilSaintPL,1394
3633,lYfxEfs7,True,standard,blitz,2020-06-15 22:24:53.405000+02:00,2020-06-15 22:34:43.562000+02:00,outoftime,black,70,300,EvilSaintPL,1466,ripax,1456
3634,A5F1vkQ4,True,standard,blitz,2020-06-15 19:09:14.941000+02:00,2020-06-15 19:11:27.605000+02:00,resign,black,11,300,MegaXLR,1469,EvilSaintPL,1460
3635,uMtuyt65,True,standard,blitz,2020-06-15 19:01:24.331000+02:00,2020-06-15 19:08:05.417000+02:00,mate,black,18,300,yigit98,1476,EvilSaintPL,1454
3636,QqSUgqVF,True,standard,blitz,2020-06-15 18:55:19.882000+02:00,2020-06-15 19:01:05.285000+02:00,resign,white,25,300,EvilSaintPL,1449,RAJ204,1445
3637,rdOseTzl,True,standard,blitz,2020-06-15 18:52:40.762000+02:00,2020-06-15 18:53:54.105000+02:00,resign,white,8,300,Fathar,1470,EvilSaintPL,1454
3638,YMBQIuOn,True,standard,blitz,2020-06-15 18:43:59.047000+02:00,2020-06-15 18:50:23.615000+02:00,resign,black,19,300,EvilSaintPL,1460,irfin_lengkey,1454
3639,Va3gwj7O,True,standard,blitz,2020-06-15 18:27:58.275000+02:00,2020-06-15 18:31:23.866000+02:00,resign,black,27,300,DoctorNemo,1450,EvilSaintPL,1454
3640,muiWNz7c,True,standard,blitz,2020-06-15 18:25:15.840000+02:00,2020-06-15 18:27:02.099000+02:00,resign,black,10,300,EvilSaintPL,1460,thohe,1427
3641,f6k0qtU2,True,standard,blitz,2020-06-15 18:20:53.922000+02:00,2020-06-15 18:25:08.226000+02:00,mate,white,23,300,Nine09,1480,EvilSaintPL,1466
3642,2eUU4NVx,True,standard,blitz,2020-06-15 18:14:59.413000+02:00,2020-06-15 18:17:26.231000+02:00,resign,black,15,300,Semiloore,1508,EvilSaintPL,1459
3643,OxnGazrl,True,standard,blitz,2020-06-15 17:07:40.031000+02:00,2020-06-15 17:12:16.321000+02:00,mate,white,28,300,EvilSaintPL,1453,Fac3less,1459
3644,91Mf8B6W,True,standard,blitz,2020-06-15 17:03:16.882000+02:00,2020-06-15 17:07:11.275000+02:00,resign,black,21,300,EvilSaintPL,1459,gig4015,1473
3645,tn8Z6lew,True,standard,blitz,2020-06-15 16:47:37.307000+02:00,2020-06-15 16:57:20.376000+02:00,mate,white,90,300,EvilSaintPL,1453,Pierre_E,1436
3646,vEQ18anP,True,standard,blitz,2020-06-15 16:44:46.584000+02:00,2020-06-15 16:47:30.872000+02:00,draw,,24,300,Pierre_E,1436,EvilSaintPL,1453
3647,zt5d2WNg,True,standard,blitz,2020-06-15 16:41:49.328000+02:00,2020-06-15 16:44:14.810000+02:00,mate,white,16,300,EvilSaintPL,1448,nikoarchitect,1402
3648,0BkUUok6,True,standard,blitz,2020-06-15 16:16:19.744000+02:00,2020-06-15 16:17:09.580000+02:00,resign,white,6,300,Davi_2020,1486,EvilSaintPL,1454
3649,sjc7MD29,True,standard,blitz,2020-06-15 16:10:54.199000+02:00,2020-06-15 16:15:35.114000+02:00,resign,white,25,300,Mikhail2,1460,EvilSaintPL,1459
3650,QIQ0bFoU,True,standard,blitz,2020-06-15 16:06:48.848000+02:00,2020-06-15 16:09:38.413000+02:00,mate,white,20,300,EvilSaintPL,1454,iacco,1420
3651,JKZUlDnO,True,standard,blitz,2020-06-15 15:33:53.945000+02:00,2020-06-15 15:40:25.008000+02:00,mate,white,34,300,EvilSaintPL,1449,goda19881,1414
3652,OHem4xIX,True,standard,blitz,2020-06-15 14:54:25.572000+02:00,2020-06-15 15:03:06.560000+02:00,mate,white,60,300,ElCohen,1455,EvilSaintPL,1454
3653,V9ko85UZ,True,standard,blitz,2020-06-15 14:45:51.577000+02:00,2020-06-15 14:51:24.308000+02:00,resign,black,29,300,Ukizabonje,1428,EvilSaintPL,1449
3654,RGy5g9DT,True,standard,blitz,2020-06-15 14:22:42.957000+02:00,2020-06-15 14:29:31.454000+02:00,resign,black,30,300,A_Nihilist,1455,EvilSaintPL,1443
3655,xvNceXvn,True,standard,blitz,2020-06-15 13:33:06.795000+02:00,2020-06-15 13:35:30.771000+02:00,resign,black,15,300,EvilSaintPL,1449,gerwinlariosa,1457
3656,9IoF00fL,True,standard,blitz,2020-06-15 13:27:35.309000+02:00,2020-06-15 13:32:40.682000+02:00,resign,black,35,300,EvilSaintPL,1453,KevinDE,1504
3657,np4XWyRi,True,standard,blitz,2020-06-15 13:23:02.926000+02:00,2020-06-15 13:27:15.241000+02:00,resign,white,25,300,chilwesam,1462,EvilSaintPL,1459
3658,t4HErkAe,True,standard,blitz,2020-06-15 00:45:49.721000+02:00,2020-06-15 00:55:01.051000+02:00,resign,white,43,300,EvilSaintPL,1454,edgardini,1425
3659,jpcxS2Rn,True,standard,blitz,2020-06-15 00:40:56.791000+02:00,2020-06-15 00:45:12.823000+02:00,mate,black,26,300,ayoner,1449,EvilSaintPL,1448
3660,UOPaeGon,True,standard,blitz,2020-06-15 00:37:55.945000+02:00,2020-06-15 00:40:27.593000+02:00,resign,black,16,300,EvilSaintPL,1454,svsvsv,1448
